MasterPass,MasterPass,module,Cleargo_Asiapay
All,全部,module,Cleargo_Asiapay
Specific methods,具体方法,module,Cleargo_Asiapay
Authorize and Capture,授权和获取,module,Cleargo_Asiapay
Authorize Only,仅供授权,module,Cleargo_Asiapay
Home,首页,module,Cleargo_BrandList
Go to Home Page,前往首页,module,Cleargo_BrandList
Brand List,品牌清单,module,Cleargo_BrandList
label,标签,module,Cleargo_BrandList
Save Grid,储存网格,module,Cleargo_Contactus
Save and Continue Edit,储存并继续编辑,module,Cleargo_Contactus
Edit Grid '%1',编辑网格'％1',module,Cleargo_Contactus
New Grid,新网格,module,Cleargo_Contactus
Department Information,部门资讯,module,Cleargo_Contactus
General Information,一般资讯,module,Cleargo_Contactus
Store View,商店介面,module,Cleargo_Contactus
Title,标题,module,Cleargo_Contactus
Address,地址,module,Cleargo_Contactus
X coordinate,X坐标,module,Cleargo_Contactus
Y coordinate,Y坐标,module,Cleargo_Contactus
Sort Order,排序,module,Cleargo_Contactus
Telephone,电话,module,Cleargo_Contactus
Fax,传真,module,Cleargo_Contactus
Email,电邮,module,Cleargo_Contactus
Shop Url,店铺URL ,module,Cleargo_Contactus
Office hour,办公时间,module,Cleargo_Contactus
Lunch time,午饭时间,module,Cleargo_Contactus
URL Key,网址,module,Cleargo_Contactus
Layout,介面,module,Cleargo_Contactus
Status,状态,module,Cleargo_Contactus
Created,已建立,module,Cleargo_Contactus
Modified,已修改,module,Cleargo_Contactus
Action,操作,module,Cleargo_Contactus
Grid deleted,网格已删除,module,Cleargo_Contactus
Grid does not exist,网格不存在,module,Cleargo_Contactus
This grid not exists.,此网格不存在。,module,Cleargo_Contactus
Edit Grid,编辑网格,module,Cleargo_Contactus
Grids,网格,module,Cleargo_Contactus
Map Management,地图管理,module,Cleargo_Contactus
Jobs,工作,module,Cleargo_Contactus
Manage Jobs,管理工作,module,Cleargo_Contactus
A total of %1 record(s) have been deleted.,共有%1纪录已被删除。,module,Cleargo_Contactus
Grid saved,已储存网格,module,Cleargo_Contactus
Something went wrong while saving the department,储存部门资料时出现错误,module,Cleargo_Contactus
Thanks for contacting us with your comments and questions. We'll respond to you very soon.,感谢您的意见和问题。我们将尽快回复您。,module,Cleargo_Contactus
Incorrect CAPTCHA.,验证码有误。,module,Cleargo_Contactus
Edit,编辑,module,Cleargo_Contactus
Delete,删除,module,Cleargo_Contactus
Delete?,确认删除？,module,Cleargo_Contactus
Are you sure you wan't to delete a  record?,您确定想删除记录吗？,module,Cleargo_Contactus
T:,电话：,module,Cleargo_Contactus
F:,传真：,module,Cleargo_Contactus
Office Hours,办公时间,module,Cleargo_Contactus
Lunch Time,午饭时间,module,Cleargo_Contactus
Website,网站,module,Cleargo_Contactus
* Required Fields,*必填栏位,module,Cleargo_Contactus
Online Enquiry Form,线上查询表格,module,Cleargo_Contactus
Name,名字,module,Cleargo_Contactus
Company,公司,module,Cleargo_Contactus
Tel,电话,module,Cleargo_Contactus
Country,国家,module,Cleargo_Contactus
You are,名称,module,Cleargo_Contactus
End User,用家,module,Cleargo_Contactus
Reseller / Dealer,经销商,module,Cleargo_Contactus
Project Customer,工程客户,module,Cleargo_Contactus
Vendor,供应商,module,Cleargo_Contactus
Media,媒体,module,Cleargo_Contactus
Your enquiry is about:,您的查询是关于：,module,Cleargo_Contactus
Locks & Security,门锁及保安,module,Cleargo_Contactus
Decorative Lighting,饰灯,module,Cleargo_Contactus
Commercial Lighting,工程灯,module,Cleargo_Contactus
Smart Home,智能家居,module,Cleargo_Contactus
VIP Membership Services,VIP会员服务,module,Cleargo_Contactus
Message,信息,module,Cleargo_Contactus
Submit,提交,module,Cleargo_Contactus
-- Please Select --,-- 请选择 --,module,Cleargo_CustomOption
None,无,module,Cleargo_CustomOption
Unable to save product,无法储存产品,module,Cleargo_CustomOption
You saved the product.,您已储存产品。,module,Cleargo_CustomOption
SKU for product %1 has been changed to %2.,产品%1的产品编码已更改为%2。,module,Cleargo_CustomOption
You duplicated the product.,您已复制此产品。,module,Cleargo_CustomOption
The image cannot be removed as it has been assigned to the other image role,无法删除此图像，因为它已被使用在其他位置上,module,Cleargo_CustomOption
Add Value,新增值,module,Cleargo_CustomOption
Image Upload,图片上传,module,Cleargo_CustomOption
Delete Image,删除图片,module,Cleargo_CustomOption
Description,描述,module,Cleargo_CustomOption
Image Path,图片路径,module,Cleargo_CustomOption
Option Title,选项标题,module,Cleargo_CustomOption
Dealer Countries,经销商国家,module,Cleargo_DealerNetwork
Add New Brand,新增品牌,module,Cleargo_DealerNetwork
Save Brand,储存品牌,module,Cleargo_DealerNetwork
Save and Continue Edit,储存并继续编辑,module,Cleargo_DealerNetwork
Delete Brand,删除品牌,module,Cleargo_DealerNetwork
Edit Brand '%1',修改品牌'％1',module,Cleargo_DealerNetwork
New Brand,新品牌,module,Cleargo_DealerNetwork
Manage Label,管理标签,module,Cleargo_DealerNetwork
Brand Information,品牌资讯,module,Cleargo_DealerNetwork
Brand Name,品牌名称,module,Cleargo_DealerNetwork
Identifier,识别器,module,Cleargo_DealerNetwork
Store View,商店介面,module,Cleargo_DealerNetwork
Status,状态,module,Cleargo_DealerNetwork
Brand Status,品牌状态,module,Cleargo_DealerNetwork
Add New Country,新增国家,module,Cleargo_DealerNetwork
Save Country,储存国家,module,Cleargo_DealerNetwork
Delete Country,删除国家,module,Cleargo_DealerNetwork
Edit Country '%1',编辑国家'％1',module,Cleargo_DealerNetwork
New Country,新国家,module,Cleargo_DealerNetwork
Country Information,国家资讯,module,Cleargo_DealerNetwork
General Information,一般资讯,module,Cleargo_DealerNetwork
Country Name,国家名称,module,Cleargo_DealerNetwork
Sort Order,排序,module,Cleargo_DealerNetwork
Enabled,在线,module,Cleargo_DealerNetwork
Disabled,下线,module,Cleargo_DealerNetwork
Dealer Dealers,经销商,module,Cleargo_DealerNetwork
Add New Dealer,新增经销商,module,Cleargo_DealerNetwork
Save Dealer,储存经销商,module,Cleargo_DealerNetwork
Delete Dealer,删除经销商,module,Cleargo_DealerNetwork
Edit Dealer '%1',编辑经销商'％1',module,Cleargo_DealerNetwork
New Dealer,新经销商,module,Cleargo_DealerNetwork
Dealer Information,经销商资讯,module,Cleargo_DealerNetwork
Dealer Name,经销商名称,module,Cleargo_DealerNetwork
Dealer Address,经销商地址,module,Cleargo_DealerNetwork
Dealer Tel,经销商电话,module,Cleargo_DealerNetwork
Region,地区,module,Cleargo_DealerNetwork
Brands,品牌,module,Cleargo_DealerNetwork
label,标签,module,Cleargo_DealerNetwork
Dealer Regions,经销商区域,module,Cleargo_DealerNetwork
Add New Region,新增区域,module,Cleargo_DealerNetwork
Save Region,储存区域,module,Cleargo_DealerNetwork
Delete Region,删除区域,module,Cleargo_DealerNetwork
Edit Region '%1',编辑区域'％1',module,Cleargo_DealerNetwork
New Region,新区域,module,Cleargo_DealerNetwork
Region Information,区域资讯,module,Cleargo_DealerNetwork
Region Name,区域名称,module,Cleargo_DealerNetwork
Country,国家,module,Cleargo_DealerNetwork
Is shown on frontend,正在网页介面上显示,module,Cleargo_DealerNetwork
Show,显示,module,Cleargo_DealerNetwork
Hide,隐藏,module,Cleargo_DealerNetwork
Home,首页,module,Cleargo_DealerNetwork
Go to Home Page,前往首页,module,Cleargo_DealerNetwork
Dealer Network,经销商网络,module,Cleargo_DealerNetwork
The brand has been deleted.,品牌已被删除。,module,Cleargo_DealerNetwork
We can't find a brand to delete.,我们找不到要删除的品牌。,module,Cleargo_DealerNetwork
Manage Brands,管理品牌,module,Cleargo_DealerNetwork
This brand no longer exists.,品牌不存在。,module,Cleargo_DealerNetwork
Edit Brand,编辑品牌,module,Cleargo_DealerNetwork
Please correct the data sent.,请更正发送的资料。,module,Cleargo_DealerNetwork
A total of %1 record(s) have been deleted.,共有%1纪录已被删除。,module,Cleargo_DealerNetwork
A total of %1 record(s) have been disabled.,共有%1个记录已下线。,module,Cleargo_DealerNetwork
A total of %1 record(s) have been enabled.,共有%1个记录已上线。,module,Cleargo_DealerNetwork
You saved this brand.,你已储存这个品牌。,module,Cleargo_DealerNetwork
Something went wrong while saving the brand.,储存品牌时出现错误。,module,Cleargo_DealerNetwork
The country has been deleted.,国家已被删除。,module,Cleargo_DealerNetwork
We can't find a country to delete.,我们找不到要删除的国家,module,Cleargo_DealerNetwork
Manage Countries,管理国家,module,Cleargo_DealerNetwork
This country no longer exists.,国家已不存在。,module,Cleargo_DealerNetwork
Edit Country,编辑国家,module,Cleargo_DealerNetwork
Countries,国家,module,Cleargo_DealerNetwork
You saved this country.,您已储存这个国家。,module,Cleargo_DealerNetwork
Something went wrong while saving the country.,储存国家时出现错误。,module,Cleargo_DealerNetwork
The dealer has been deleted.,经销商已被删除。,module,Cleargo_DealerNetwork
We can't find a dealer to delete.,我们找不到要删除的经销商。,module,Cleargo_DealerNetwork
Manage Dealers,管理经销商资料。,module,Cleargo_DealerNetwork
This dealer no longer exists.,经销商已不存在。,module,Cleargo_DealerNetwork
Edit Dealer,编辑经销商资料。,module,Cleargo_DealerNetwork
Dealers,经销商,module,Cleargo_DealerNetwork
You saved this dealer.,您已储存这个经销商。,module,Cleargo_DealerNetwork
The region has been deleted.,区域已被删除。,module,Cleargo_DealerNetwork
We can't find a region to delete.,我们找不到要删除的区域。,module,Cleargo_DealerNetwork
Manage Regions,管理区域资料,module,Cleargo_DealerNetwork
This region no longer exists.,区域已不存在。,module,Cleargo_DealerNetwork
Edit Region,编辑区域资料,module,Cleargo_DealerNetwork
Regions,区域,module,Cleargo_DealerNetwork
You saved this region.,您已储存这个区域。,module,Cleargo_DealerNetwork
"Dealer Brand with id ""%1"" does not exist.","ID为 ""%1""的品牌并不存在。",module,Cleargo_DealerNetwork
"Dealer Country with id ""%1"" does not exist.","ID为 ""%1""的国家并不存在。",module,Cleargo_DealerNetwork
"Dealer Dealer with id ""%1"" does not exist.","ID为 ""%1""的经销商并不存在。",module,Cleargo_DealerNetwork
"Dealer Region with id ""%1"" does not exist.","ID为 ""%1""的区域并不存在。",module,Cleargo_DealerNetwork
A brand identifier already exists,品牌识别己存在。,module,Cleargo_DealerNetwork
A country identifier with the same properties already exists in the selected store.,在选定商店内找到相同国家资料。,module,Cleargo_DealerNetwork
A dealer identifier with the same properties already exists in the selected store.,在选定商店内找到相同经销商资料。,module,Cleargo_DealerNetwork
A region identifier with the same properties already exists in the selected store.,在选定商店内找到相同区域资料。,module,Cleargo_DealerNetwork
Edit,编辑,module,Cleargo_DealerNetwork
Delete,删除,module,Cleargo_DealerNetwork
Delete ${ $.$data.title },删除 ${ $.$data.title },module,Cleargo_DealerNetwork
Are you sure you wan't to delete a ${ $.$data.title } record?,您确定不会删除$ {$。 $ data.title}记录吗？,module,Cleargo_DealerNetwork
All Store Views,所有商店介面,module,Cleargo_DealerNetwork
All,全部,module,Cleargo_DealerNetwork
Brand Filter,品牌筛选器,module,Cleargo_DealerNetwork
Lock Districts,锁类区域,module,Cleargo_FindYourLock
Add New District,加入新区域,module,Cleargo_FindYourLock
Save District,储存区域,module,Cleargo_FindYourLock
Delete District,删除区域,module,Cleargo_FindYourLock
Save and Continue Edit,储存并继续编辑,module,Cleargo_FindYourLock
Edit District '%1',编辑区域'％1',module,Cleargo_FindYourLock
New District,新区域,module,Cleargo_FindYourLock
District Information,区域信息,module,Cleargo_FindYourLock
General Information,一般资讯,module,Cleargo_FindYourLock
District Name,区域名称,module,Cleargo_FindYourLock
Identifier,识别器,module,Cleargo_FindYourLock
Region,地区,module,Cleargo_FindYourLock
Store View,商店介面,module,Cleargo_FindYourLock
Sort Order,排序,module,Cleargo_FindYourLock
Status,状态,module,Cleargo_FindYourLock
Enabled,在线,module,Cleargo_FindYourLock
Disabled,下线,module,Cleargo_FindYourLock
label,标签,module,Cleargo_FindYourLock
Lock Locks,锁类,module,Cleargo_FindYourLock
Add New Lock,新增门锁,module,Cleargo_FindYourLock
Save Lock,储存门锁,module,Cleargo_FindYourLock
Delete Lock,删除门锁,module,Cleargo_FindYourLock
Edit Lock '%1',编辑锁'％1',module,Cleargo_FindYourLock
New Lock,新门锁,module,Cleargo_FindYourLock
Lock Information,门锁信息,module,Cleargo_FindYourLock
Basic Information,门锁信息,module,Cleargo_FindYourLock
Lock year,入伙年份,module,Cleargo_FindYourLock
Lock developer,发展商,module,Cleargo_FindYourLock
Lock unit,总单位数量,module,Cleargo_FindYourLock
Lock unit_per_floor,每层单位数量,module,Cleargo_FindYourLock
Ceiling height,天花高度,module,Cleargo_FindYourLock
Lock size,单位尺寸,module,Cleargo_FindYourLock
Lock brand,门锁品牌,module,Cleargo_FindYourLock
Lock block,座数,module,Cleargo_FindYourLock
Lock phrase,锁 期数,module,Cleargo_FindYourLock
Type Of Lock,门锁类型,module,Cleargo_FindYourLock
Lock thickness,门厚,module,Cleargo_FindYourLock
Lock backset,锁中尺寸,module,Cleargo_FindYourLock
Images Information,图片,module,Cleargo_FindYourLock
Lock logo,门锁品牌商标,module,Cleargo_FindYourLock
Lock before_image1,安装前_图片一,module,Cleargo_FindYourLock
Lock before_image2,安装前_图片二,module,Cleargo_FindYourLock
Lock after_image1,安装后_图片一,module,Cleargo_FindYourLock
Lock after_image2,安装后_图片二,module,Cleargo_FindYourLock
Lock Name,门锁名称,module,Cleargo_FindYourLock
Lock Name2,门锁名称2,module,Cleargo_FindYourLock
Lock Address,地址,module,Cleargo_FindYourLock
District,区域,module,Cleargo_FindYourLock
Product ID,产品编号,module,Cleargo_FindYourLock
Name,名字,module,Cleargo_FindYourLock
Sku,产品编码,module,Cleargo_FindYourLock
Price,价格,module,Cleargo_FindYourLock
Replacement Information,更换资料,module,Cleargo_FindYourLock
Lock lockset,大门门锁,module,Cleargo_FindYourLock
Lock cylinder,锁胆,module,Cleargo_FindYourLock
Remarks,备注,module,Cleargo_FindYourLock
Information,资料,module,Cleargo_FindYourLock
Lock Regions,区域,module,Cleargo_FindYourLock
Add New Region,新增区域,module,Cleargo_FindYourLock
Save Region,储存区域,module,Cleargo_FindYourLock
Delete Region,删除区域,module,Cleargo_FindYourLock
Edit Region '%1',编辑区域'％1',module,Cleargo_FindYourLock
New Region,新区域,module,Cleargo_FindYourLock
Region Information,区域资讯,module,Cleargo_FindYourLock
Region Name,区域名称,module,Cleargo_FindYourLock
Home,首页,module,Cleargo_FindYourLock
Go to Home Page,前往首页,module,Cleargo_FindYourLock
Find Your Lock,寻找您的锁具,module,Cleargo_FindYourLock
The district has been deleted.,已删除区域资料。,module,Cleargo_FindYourLock
We can't find a district to delete.,我们找不到要删除的区域。,module,Cleargo_FindYourLock
Manage Districts,管理地区,module,Cleargo_FindYourLock
This district no longer exists.,此区域已不存在。,module,Cleargo_FindYourLock
Edit District,编辑地区,module,Cleargo_FindYourLock
Districts,地区,module,Cleargo_FindYourLock
Please correct the data sent.,请更正发送的资料。,module,Cleargo_FindYourLock
A total of %1 record(s) have been deleted.,共有%1纪录已被删除。,module,Cleargo_FindYourLock
A total of %1 record(s) have been disabled.,共有%1个记录已下线。,module,Cleargo_FindYourLock
A total of %1 record(s) have been enabled.,共有%1个记录已上线。,module,Cleargo_FindYourLock
You saved this district.,您已储存这个地区。,module,Cleargo_FindYourLock
Something went wrong while saving the district.,储存区域时出现错误。,module,Cleargo_FindYourLock
The lock has been deleted.,已删除门锁资料。,module,Cleargo_FindYourLock
We can't find a lock to delete.,我们找不到要删除的锁。,module,Cleargo_FindYourLock
Manage Locks,管理门锁,module,Cleargo_FindYourLock
This lock no longer exists.,门锁已不再存在。,module,Cleargo_FindYourLock
Edit Lock,编辑门锁％1,module,Cleargo_FindYourLock
Locks,门锁,module,Cleargo_FindYourLock
You saved this lock.,您已储存这个门锁。,module,Cleargo_FindYourLock
Something went wrong while saving the lock.,储存门锁时出现错误。,module,Cleargo_FindYourLock
The region has been deleted.,区域已被删除。,module,Cleargo_FindYourLock
We can't find a region to delete.,我们找不到要删除的区域。,module,Cleargo_FindYourLock
This region no longer exists.,区域已不存在。,module,Cleargo_FindYourLock
Edit Region,编辑区域资料,module,Cleargo_FindYourLock
Regions,区域,module,Cleargo_FindYourLock
Manage Regions,管理区域资料,module,Cleargo_FindYourLock
You saved this region.,您已储存这个区域。,module,Cleargo_FindYourLock
"District District with id ""%1"" does not exist.",区域ID为%1并不存在。,module,Cleargo_FindYourLock
"Lock Lock with id ""%1"" does not exist.",门锁ID为%1并不存在。,module,Cleargo_FindYourLock
"District Region with id ""%1"" does not exist.",区域ID为%1不存在。,module,Cleargo_FindYourLock
A district identifier with the same properties already exists in the selected store.,在选定商店内找到相同区域资料。,module,Cleargo_FindYourLock
A dealer identifier with the same properties already exists in the selected store.,在选定商店内找到相同经销商资料。,module,Cleargo_FindYourLock
A region identifier with the same properties already exists in the selected store.,在选定商店内找到相同区域资料。,module,Cleargo_FindYourLock
Edit,编辑,module,Cleargo_FindYourLock
Delete,删除,module,Cleargo_FindYourLock
Delete ${ $.$data.title },删除 ${ $.$data.title },module,Cleargo_FindYourLock
Are you sure you wan't to delete a ${ $.$data.title } record?,您确定不会删除$ {$。 $ data.title}记录吗？,module,Cleargo_FindYourLock
All Store Views,所有商店介面,module,Cleargo_FindYourLock
Region:,地区：,module,Cleargo_FindYourLock
Brand:,品牌：,module,Cleargo_FindYourLock
District: ,区域：,module,Cleargo_FindYourLock
Region: ,地区：,module,Cleargo_FindYourLock
Address:,地址：,module,Cleargo_FindYourLock
Date of tenancy:,入伙日期：,module,Cleargo_FindYourLock
Developer:,地产商：,module,Cleargo_FindYourLock
Block:,座数：,module,Cleargo_FindYourLock
Ceiling Height:,天花高度：,module,Cleargo_FindYourLock
Phrase:,期数：,module,Cleargo_FindYourLock
No. of units:,单位数目：,module,Cleargo_FindYourLock
No. of units on each floor:,每楼层的单位数目：,module,Cleargo_FindYourLock
Size:,尺寸：,module,Cleargo_FindYourLock
Brand of lock:,门锁品牌：,module,Cleargo_FindYourLock
Type of lock:,门锁类型：,module,Cleargo_FindYourLock
Door thickness:,门身厚度：,module,Cleargo_FindYourLock
Backset:,锁中尺寸：,module,Cleargo_FindYourLock
Lock replacement recommendation,门锁更换建议,module,Cleargo_FindYourLock
Lockset:,大门门锁：,module,Cleargo_FindYourLock
Cylinder:,锁胆：,module,Cleargo_FindYourLock
Remarks:,备注：,module,Cleargo_FindYourLock
BACK,返回,module,Cleargo_FindYourLock
GO TO PRODUCT DETAILS,前往产品详细资料,module,Cleargo_FindYourLock
Before Installation,安装前,module,Cleargo_FindYourLock
After Installation,安装后,module,Cleargo_FindYourLock
Share On,分享,module,Cleargo_FindYourLock
Please enter Property name / Address / Lock brands ...,请输入屋苑名称/地址/门锁品牌...,module,Cleargo_FindYourLock
All,全部,module,Cleargo_FindYourLock
Show All (District),全部显示（区域）,module,Cleargo_FindYourLock
Save Inquiry,储存查询,module,Cleargo_PopupForm
Delete Inquiry,删除查询,module,Cleargo_PopupForm
Save and Continue Edit,储存并继续编辑,module,Cleargo_PopupForm
Edit Inquiry '%1',编辑查询'％1',module,Cleargo_PopupForm
New Inquiry,新增查询,module,Cleargo_PopupForm
Inquiry Information,查询信息,module,Cleargo_PopupForm
Inquiry Information From PLC,来自PLC的查询信息,module,Cleargo_PopupForm
Product Information,产品信息,module,Cleargo_PopupForm
Content Information,内容信息,module,Cleargo_PopupForm
Content,内容,module,Cleargo_PopupForm
Question Type,问题类型,module,Cleargo_PopupForm
label,标签,module,Cleargo_PopupForm
Customer Information,客户资讯,module,Cleargo_PopupForm
General Information,一般资讯,module,Cleargo_PopupForm
Name,名字,module,Cleargo_PopupForm
Email,电邮,module,Cleargo_PopupForm
Tel,电话,module,Cleargo_PopupForm
Customer,客户,module,Cleargo_PopupForm
Status,状态,module,Cleargo_PopupForm
Information,资料,module,Cleargo_PopupForm
Save Option,储存选项,module,Cleargo_PopupForm
Delete Option,删除选项,module,Cleargo_PopupForm
Edit Option '%1',编辑选项'％1',module,Cleargo_PopupForm
New Option,新选项,module,Cleargo_PopupForm
Option Information,选项信息,module,Cleargo_PopupForm
Translation Information,翻译资料,module,Cleargo_PopupForm
default_label,default_label,module,Cleargo_PopupForm
The inquiry has been deleted.,查询已被删除。,module,Cleargo_PopupForm
We can't find a inquiry to delete.,我们找不到要删除的查询。,module,Cleargo_PopupForm
This inquiry no longer exists.,此查询不再存在。,module,Cleargo_PopupForm
Edit Inquiry,编辑查询,module,Cleargo_PopupForm
Inquirys,查询,module,Cleargo_PopupForm
Inquiry,查询,module,Cleargo_PopupForm
Manage Inquirys,管理查询,module,Cleargo_PopupForm
Please correct the data sent.,请更正发送的资料。,module,Cleargo_PopupForm
A total of %1 record(s) have been deleted.,共有%1纪录已被删除。,module,Cleargo_PopupForm
A total of %1 record(s) have been disabled.,共有%1个记录已下线。,module,Cleargo_PopupForm
A total of %1 record(s) have been enabled.,共有%1个记录已上线。,module,Cleargo_PopupForm
You saved this inquiry.,您已储存了这个查询。,module,Cleargo_PopupForm
The option has been deleted.,该选项已被删除。,module,Cleargo_PopupForm
We can't find a option to delete.,我们找不到要删除的选项。,module,Cleargo_PopupForm
This option no longer exists.,此选项不再存在。,module,Cleargo_PopupForm
Edit Option,编辑选项,module,Cleargo_PopupForm
Options,选项,module,Cleargo_PopupForm
Option,选项,module,Cleargo_PopupForm
Manage Options,管理选项,module,Cleargo_PopupForm
You saved this option.,您已储存这个选项。,module,Cleargo_PopupForm
No Data,没有资料,module,Cleargo_PopupForm
There is an error in the submitted input,提交的输入中有错误,module,Cleargo_PopupForm
Success,成功,module,Cleargo_PopupForm
Enabled,在线,module,Cleargo_PopupForm
Disabled,下线,module,Cleargo_PopupForm
Make sure that static block content does not reference the block itself.,确保静态块内容不引用该版块本身。,module,Cleargo_PopupForm
"CMS Option with id ""%1"" does not exist.",ID为“％1”的CMS选项不存在。,module,Cleargo_PopupForm
Edit,编辑,module,Cleargo_PopupForm
Delete,删除,module,Cleargo_PopupForm
Delete ${ $.$data.name },删除$ {$。 $ data.name},module,Cleargo_PopupForm
Are you sure you wan't to delete a ${ $.$data.name } record?,您确定不会删除$ {$。 $ data.name}记录吗？,module,Cleargo_PopupForm
Delete ${ $.$data.default_label },删除$ {$。 $ data.default_label},module,Cleargo_PopupForm
Are you sure you wan't to delete a ${ $.$data.default_label } record?,您确定不会删除$ {$。 $ data.default_label}记录吗？,module,Cleargo_PopupForm
QUESTION TO US?,需要协助吗？,module,Cleargo_PopupForm
Thank You For Your Question,谢谢您的问题,module,Cleargo_PopupForm
We will response to you Soon,我们将尽快回覆您,module,Cleargo_PopupForm
Back,返回,module,Cleargo_PopupForm
* Required Fields,*必填栏位,module,Cleargo_PopupForm
Whatâ€™s on your mind?,您在想什么？,module,Cleargo_PopupForm
*Required Fields,必填栏位,module,Cleargo_PopupForm
Submit,提交,module,Cleargo_PopupForm
Incorrect CAPTCHA.,验证码有误。,module,Cleargo_PopupForm
Pdf Uploading,PDF上传中,module,Cleargo_ProductPdf
Current Pdf,当前的PDF档案,module,Cleargo_ProductPdf
 Pdf Button,PDF按钮,module,Cleargo_ProductPdf
Pdf Button,PDF按钮,module,Cleargo_ProductPdf
Pdf Upload,以PDF上传,module,Cleargo_ProductPdf
Websites,网站,module,Cleargo_ProductPdf
Advanced Inventory,进阶库存资料,module,Cleargo_ProductPdf
Related Products,相关产品,module,Cleargo_ProductPdf
Up-sells,超售,module,Cleargo_ProductPdf
Cross-sells,交叉销售,module,Cleargo_ProductPdf
Home,首页,module,Cleargo_ProductPdf
Go to Home Page,前往首页,module,Cleargo_ProductPdf
CATALOGUE & DOWNLOADS,目录和下载,module,Cleargo_ProductPdf
Success,成功,module,Cleargo_ProductPdf
The image cannot be removed as it has been assigned to the other image role,无法删除此图像，因为它已被使用在其他位置上,module,Cleargo_ProductPdf
Unable to save product,无法储存产品,module,Cleargo_ProductPdf
You saved the product.,您已储存产品。,module,Cleargo_ProductPdf
SKU for product %1 has been changed to %2.,产品%1的产品编码已更改为%2。,module,Cleargo_ProductPdf
You duplicated the product.,您已复制此产品。,module,Cleargo_ProductPdf
Delete Pdf,删除Pdf／删除Pdf档案,module,Cleargo_ProductPdf
Make sure that static block content does not reference the block itself.,确保静态块内容不引用该版块本身。,module,Cleargo_ProductPdf
Upload Panel,上传面板,module,Cleargo_ProductPdf
Existing Pdf:,现有Pdf：,module,Cleargo_ProductPdf
There is/are PDF(s) for this product in this store view now.,店面现在有此产品的PDF（s）。,module,Cleargo_ProductPdf
There is no PDF for this product in this store view now.,店面目前没有该产品的PDF。,module,Cleargo_ProductPdf
Name:,名称：,module,Cleargo_ProductPdf
Pdf Upload Panel,Pdf上传面板,module,Cleargo_ProductPdf
label,标签,module,Cleargo_ProductPdf
Save Grid,储存网格,module,Cleargo_Showroom
Save and Continue Edit,储存并继续编辑,module,Cleargo_Showroom
Edit Grid '%1',编辑网格'％1',module,Cleargo_Showroom
New Grid,新网格,module,Cleargo_Showroom
Department Information,部门资讯,module,Cleargo_Showroom
General Information,一般资讯,module,Cleargo_Showroom
Store View,商店介面,module,Cleargo_Showroom
PLC Lighting,PLC饰灯,module,Cleargo_Showroom
PLC Locks & Illumination,PLC锁类照明,module,Cleargo_Showroom
PLC Galleria,PLC Galleria,module,Cleargo_Showroom
Type,类型,module,Cleargo_Showroom
address,地址,module,Cleargo_Showroom
X coordinate,X坐标,module,Cleargo_Showroom
Y coordinate,Y坐标,module,Cleargo_Showroom
